"IDPM_PIN_CD","IDPM_DISTRICT","IDPM_COUNTRY_CD","IDPM_STATE_CD"
"560038","BENGALURU","INDIA","KARNATAKA"
"342612","JODHPUR","INDIA","RAJASTHAN"
"342003","JODHPUR","INDIA","RAJASTHAN"
"344022","BARMER","INDIA","RAJASTHAN"
"560055","BENGALURU","INDIA","KARNATAKA"
"411016","PUNE","INDIA","MAHARASHTRA"
"403002","NORTH GOA","INDIA","GOA"
"600086","CHENNAI","INDIA","TAMIL NADU"
"600040","CHENNAI","INDIA","TAMIL NADU"
"600031","CHENNAI","INDIA","TAMIL NADU"
"500088","MEDCHAL MALKAJGIRI","INDIA","TELANGANA"
"682006","ERNAKULAM","INDIA","KERALA"
"410206","RAIGAD","INDIA","MAHARASHTRA"
"411027","PUNE","INDIA","MAHARASHTRA"
"171006","SHIMLA","INDIA","HIMACHAL PRADESH"
"580016","BANGALORE","INDIA","KARNATAKA"
"580001","DHARWAD","INDIA","KARNATAKA"
"360550","PORBANDAR","INDIA","GUJARAT"
"250110","MEERUT","INDIA","UTTAR PRADESH"
"560086","BENGALURU","INDIA","KARNATAKA"
"476229","MORENA","INDIA","MADHYA PRADESH"
"560015","BENGALURU","INDIA","KARNATAKA"
"571301","MYSURU","INDIA","KARNATAKA"
"403703","SOUTH GOA","INDIA","GOA"
"400026","MUMBAI","INDIA","MAHARASHTRA"
"574202","DAKSHINA KANNADA","INDIA","KARNATAKA"
"485771","SATNA","INDIA","MADHYA PRADESH"
"460551","BETUL","INDIA","MADHYA PRADESH"
"824506","HAZARIBAGH","INDIA","JHARKHAND"
"825107","GIRIDIH","INDIA","JHARKHAND"
"825205","DHANBAD","INDIA","JHARKHAND"
"825214","RANCHI","INDIA","JHARKHAND"
"825220","GIRIDIH","INDIA","JHARKHAND"
"825328","KODARMA","INDIA","JHARKHAND"
"825334","HAZARIBAGH","INDIA","JHARKHAND"
"825420","CHATRA","INDIA","JHARKHAND"
"825606","HAZARIBAGH","INDIA","JHARKHAND"
"826325","RAMGARH","INDIA","JHARKHAND"
"225108","FAIZABAD","INDIA","UTTAR PRADESH"
"204111","MAHAMAYA NAGAR","INDIA","UTTAR PRADESH"
"204125","KANPUR DEHAT","INDIA","UTTAR PRADESH"
"204201","MAHAMAYA NAGAR","INDIA","UTTAR PRADESH"
"204208","MAHAMAYA NAGAR","INDIA","UTTAR PRADESH"
"204210","MAHAMAYA NAGAR","INDIA","UTTAR PRADESH"
"204244","AURAIYA","INDIA","UTTAR PRADESH"
"205102","FIROZABAD","INDIA","UTTAR PRADESH"
"205120","MAINPURI","INDIA","UTTAR PRADESH"
"205122","FIROZABAD","INDIA","UTTAR PRADESH"
"205125","FIROZABAD","INDIA","UTTAR PRADESH"
"205126","FIROZABAD","INDIA","UTTAR PRADESH"
"205141","FIROZABAD","INDIA","UTTAR PRADESH"
"205143","FIROZABAD","INDIA","UTTAR PRADESH"
"205145","FIROZABAD","INDIA","UTTAR PRADESH"
"483440","KATNI","INDIA","MADHYA PRADESH"
"483442","KATNI","INDIA","MADHYA PRADESH"
"483504","KATNI","INDIA","MADHYA PRADESH"
"483770","KATNI","INDIA","MADHYA PRADESH"
"483773","KATNI","INDIA","MADHYA PRADESH"
"483775","KATNI","INDIA","MADHYA PRADESH"
"483880","KATNI","INDIA","MADHYA PRADESH"
"483990","KATNI","INDIA","MADHYA PRADESH"
"484001","SHAHDOL","INDIA","MADHYA PRADESH"
"484110","SHAHDOL","INDIA","MADHYA PRADESH"
"484113","ANUPPUR","INDIA","MADHYA PRADESH"
"484114","SHAHDOL","INDIA","MADHYA PRADESH"
"484116","ANUPPUR","INDIA","MADHYA PRADESH"
"484117","SHAHDOL","INDIA","MADHYA PRADESH"
"484120","ANUPPUR","INDIA","MADHYA PRADESH"
"484220","ANUPPUR","INDIA","MADHYA PRADESH"
"484330","ANUPPUR","INDIA","MADHYA PRADESH"
"484334","ANUPPUR","INDIA","MADHYA PRADESH"
"484336","ANUPPUR","INDIA","MADHYA PRADESH"
"484440","ANUPPUR","INDIA","MADHYA PRADESH"
"484446","ANUPPUR","INDIA","MADHYA PRADESH"
"484447","ANUPPUR","INDIA","MADHYA PRADESH"
"484551","UMARIA","INDIA","MADHYA PRADESH"
"484555","UMARIA","INDIA","MADHYA PRADESH"
"484660","UMARIA","INDIA","MADHYA PRADESH"
"484664","UMARIA","INDIA","MADHYA PRADESH"
"484665","UMARIA","INDIA","MADHYA PRADESH"
"484669","SHAHDOL","INDIA","MADHYA PRADESH"
"484770","SHAHDOL","INDIA","MADHYA PRADESH"
"484771","SHAHDOL","INDIA","MADHYA PRADESH"
"484776","SHAHDOL","INDIA","MADHYA PRADESH"
"484881","ANUPPUR","INDIA","MADHYA PRADESH"
"484886","ANUPPUR","INDIA","MADHYA PRADESH"
"484887","ANUPPUR","INDIA","MADHYA PRADESH"
"485005","SATNA","INDIA","MADHYA PRADESH"
"485112","SATNA","INDIA","MADHYA PRADESH"
"754114","JAGATSINGHAPUR","INDIA","ODISHA"
"754119","JAGATSINGHAPUR","INDIA","ODISHA"
"754120","JAGATSINGHAPUR","INDIA","ODISHA"
"754130","CUTTACK","INDIA","ODISHA"
"754131","CUTTACK","INDIA","ODISHA"
"754133","JAGATSINGHAPUR","INDIA","ODISHA"
"754134","KENDRAPARA","INDIA","ODISHA"
"754135","JAGATSINGHAPUR","INDIA","ODISHA"
"754136","JAGATSINGHAPUR","INDIA","ODISHA"
"754137","JAGATSINGHAPUR","INDIA","ODISHA"
"754138","JAGATSINGHAPUR","INDIA","ODISHA"
"754139","JAGATSINGHAPUR","INDIA","ODISHA"
"754140","JAGATSINGHAPUR","INDIA","ODISHA"
"754141","JAGATSINGHPUR","INDIA","ODISHA"
"754143","JAGATSINGHAPUR","INDIA","ODISHA"
"754145","JAGATSINGHAPUR","INDIA","ODISHA"
"754153","KENDRAPARA","INDIA","ODISHA"
"754160","JAGATSINGHAPUR","INDIA","ODISHA"
"754162","JAGATSINGHAPUR","INDIA","ODISHA"
"754200","CUTTACK","INDIA","ODISHA"
"754201","CUTTACK","INDIA","ODISHA"
"754202","CUTTACK","INDIA","ODISHA"
"754203","CUTTACK","INDIA","ODISHA"
"754204","CUTTACK","INDIA","ODISHA"
"754205","KENDRAPARA","INDIA","ODISHA"
"754206","CUTTACK","INDIA","ODISHA"
"754207","CUTTACK","INDIA","ODISHA"
"754208","KENDRAPARA","INDIA","ODISHA"
"754209","CUTTACK","INDIA","ODISHA"
"754210","KENDRAPARA","INDIA","ODISHA"
"754211","KENDRAPARA","INDIA","ODISHA"
"754212","KENDRAPARA","INDIA","ODISHA"
"754213","KENDRAPARA","INDIA","ODISHA"
"754214","KENDRAPARA","INDIA","ODISHA"
"754215","KENDRAPARA","INDIA","ODISHA"
"754216","KENDRAPARA","INDIA","ODISHA"
"754217","KENDRAPARA","INDIA","ODISHA"
"754218","KENDRAPARA","INDIA","ODISHA"
"754219","KENDRAPARA","INDIA","ODISHA"
"754221","CUTTACK","INDIA","ODISHA"
"754222","KENDRAPARA","INDIA","ODISHA"
"754224","KENDRAPARA","INDIA","ODISHA"
"754225","KENDRAPARA","INDIA","ODISHA"
"754227","KENDRAPARA","INDIA","ODISHA"
"754231","KENDRAPARA","INDIA","ODISHA"
"754239","KENDRAPARA","INDIA","ODISHA"
"754240","KENDRAPARA","INDIA","ODISHA"
"754244","KENDRAPARA","INDIA","ODISHA"
"754246","KENDRAPARA","INDIA","ODISHA"
"754248","KENDRAPARA","INDIA","ODISHA"
"754250","KENDRAPARA","INDIA","ODISHA"
"754253","KENDRAPARA","INDIA","ODISHA"
"754290","CUTTACK","INDIA","ODISHA"
"754292","KENDRAPARA","INDIA","ODISHA"
"754293","CUTTACK","INDIA","ODISHA"
"754294","JAGATSINGHAPUR","INDIA","ODISHA"
"754295","CUTTACK","INDIA","ODISHA"
"755003","JAJAPUR","INDIA","ODISHA"
"755004","JAJAPUR","INDIA","ODISHA"
"755005","JAJAPUR","INDIA","ODISHA"
"755006","KENDRAPARA","INDIA","ODISHA"
"362037","JUNAGADH","INDIA","GUJARAT"
"627801","TIRUNELVELI","INDIA","TAMIL NADU"
"627817","TIRUNELVELI","INDIA","TAMIL NADU"
"627867","TIRUNELVELI","INDIA","TAMIL NADU"
"635684","VELLORE","INDIA","TAMIL NADU"
"635819","VELLORE","INDIA","TAMIL NADU"
"628214","THOOTHUKKUDI","INDIA","TAMIL NADU"
"628221","THOOTHUKKUDI","INDIA","TAMIL NADU"
"628223","THOOTHUKKUDI","INDIA","TAMIL NADU"
"628228","THOOTHUKKUDI","INDIA","TAMIL NADU"
"628308","THOOTHUKKUDI","INDIA","TAMIL NADU"
"628509","THOOTHUKKUDI","INDIA","TAMIL NADU"
"636316","SALEM","INDIA","TAMIL NADU"
"636407","NAMAKKAL","INDIA","TAMIL NADU"
"636433","SALEM","INDIA","TAMIL NADU"
"636505","SALEM","INDIA","TAMIL NADU"
"636507","VELLORE","INDIA","TAMIL NADU"
"636609","DHARMAPURI","INDIA","TAMIL NADU"
"636802","DHARMAPURI","INDIA","TAMIL NADU"
"600027","THIRUVALLUR","INDIA","TAMIL NADU"
"785664","SIVASAGAR","INDIA","ASSAM"
"785665","SIVASAGAR","INDIA","ASSAM"
"785666","SIVASAGAR","INDIA","ASSAM"
"785667","SIVASAGAR","INDIA","ASSAM"
"785669","SIBSAGAR","INDIA","ASSAM"
"785670","CHARAIDEO","INDIA","ASSAM"
"785671","SIVASAGAR","INDIA","ASSAM"
"785672","SIVASAGAR","INDIA","ASSAM"
"785673","CHARAIDEO","INDIA","ASSAM"
"785674","SIVASAGAR","INDIA","ASSAM"
"785675","DIBRUGARH","INDIA","ASSAM"
"785676","DIBRUGARH","INDIA","ASSAM"
"785680","SIBSAGAR","INDIA","ASSAM"
"785681","SIVASAGAR","INDIA","ASSAM"
"785682","SIBSAGAR","INDIA","ASSAM"
"785684","SIVASAGAR","INDIA","ASSAM"
"785686","SIBSAGAR","INDIA","ASSAM"
"785687","SIVASAGAR","INDIA","ASSAM"
"785688","CHARAIDEO","INDIA","ASSAM"
"785689","CHARAIDEO","INDIA","ASSAM"
"785690","CHARAIDEO","INDIA","ASSAM"
"785691","CHARAIDEO","INDIA","ASSAM"
"785692","CHARAIDEO","INDIA","ASSAM"
"785693","CHARAIDEO","INDIA","ASSAM"
"785696","SIVASAGAR","INDIA","ASSAM"
"785697","SIVASAGAR","INDIA","ASSAM"
"785698","CHARAIDEO","INDIA","ASSAM"
"785700","JORHAT","INDIA","ASSAM"
"785701","SIVASAGAR","INDIA","ASSAM"
"785702","GOLAGHAT","INDIA","ASSAM"
"785703","GOLAGHAT","INDIA","ASSAM"
"785704","JORHAT","INDIA","ASSAM"
"785705","GOLAGHAT","INDIA","ASSAM"
"786002","DIBRUGARH","INDIA","ASSAM"
"786003","DIBRUGARH","INDIA","ASSAM"
"786004","DIBRUGARH","INDIA","ASSAM"
"786005","DIBRUGARH","INDIA","ASSAM"
"786006","DIBRUGARH","INDIA","ASSAM"
"786007","DIBRUGARH","INDIA","ASSAM"
"786008","DIBRUGARH","INDIA","ASSAM"
"786010","DIBRUGARH","INDIA","ASSAM"
"786012","DIBRUGARH","INDIA","ASSAM"
"786101","DIBRUGARH","INDIA","ASSAM"
"786102","DIBRUGARH","INDIA","ASSAM"
"786103","DIBRUGARH","INDIA","ASSAM"
"786126","TINSUKIA","INDIA","ASSAM"
"786145","TINSUKIA","INDIA","ASSAM"
"786146","TINSUKIA","INDIA","ASSAM"
"786147","TINSUKIA","INDIA","ASSAM"
"786148","TINSUKIA","INDIA","ASSAM"
"786150","TINSUKIA","INDIA","ASSAM"
"786151","TINSUKIA","INDIA","ASSAM"
"786152","TINSUKIA","INDIA","ASSAM"
"786153","TINSUKIA","INDIA","ASSAM"
"786154","TINSUKIA","INDIA","ASSAM"
"786155","TINSUKIA","INDIA","ASSAM"
"786156","TINSUKIA","INDIA","ASSAM"
"786157","TINSUKIA","INDIA","ASSAM"
"786158","TINSUKIA","INDIA","ASSAM"
"786159","TINSUKIA","INDIA","ASSAM"
"786160","TINSUKIA","INDIA","ASSAM"
"786170","TINSUKIA","INDIA","ASSAM"
"786173","TINSUKIA","INDIA","ASSAM"
"786174","TINSUKIA","INDIA","ASSAM"
"786179","TINSUKIA","INDIA","ASSAM"
"786182","TINSUKIA","INDIA","ASSAM"
"786183","TINSUKIA","INDIA","ASSAM"
"786184","DIBRUGARH","INDIA","ASSAM"
"786188","TINSUKIA","INDIA","ASSAM"
"786190","TINSUKIA","INDIA","ASSAM"
"786191","DIBRUGARH","INDIA","ASSAM"
"786192","TINSUKIA","INDIA","ASSAM"
"786610","DIBRUGARH","INDIA","ASSAM"
"786612","DIBRUGARH","INDIA","ASSAM"
"786613","DIBRUGARH","INDIA","ASSAM"
"786614","DIBRUGARH","INDIA","ASSAM"
"786621","DIBRUGARH","INDIA","ASSAM"
"835304","LOHARDAGA","INDIA","JHARKHAND"
"835305","LOHARDAGA","INDIA","JHARKHAND"
"209304","KANPUR NAGAR","INDIA","UTTAR PRADESH"
"209305","KANPUR NAGAR","INDIA","UTTAR PRADESH"
"209306","KANPUR DEHAT","INDIA","UTTAR PRADESH"
"209307","KANPUR DEHAT","INDIA","UTTAR PRADESH"
"209308","KANPUR NAGAR","INDIA","UTTAR PRADESH"
"209310","KANPUR DEHAT","INDIA","UTTAR PRADESH"
"209311","KANPUR DEHAT","INDIA","UTTAR PRADESH"
"209312","KANPUR DEHAT","INDIA","UTTAR PRADESH"
"209401","KANPUR NAGAR","INDIA","UTTAR PRADESH"
"209402","MATHURA","INDIA","UTTAR PRADESH"
"209501","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209502","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209503","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209504","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209505","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209602","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209621","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209622","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209625","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209651","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209652","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209720","FARRUKHABAD","INDIA","UTTAR PRADESH"
"209721","KANNAUJ","INDIA","UTTAR PRADESH"
"209722","KANNAUJ","INDIA","UTTAR PRADESH"
"400012","MUMBAI","INDIA","MAHARASHTRA"
"400066","MUMBAI SUBURBAN","INDIA","MAHARASHTRA"
"591102","BELAGAVI","INDIA","KARNATAKA"
"620006","TIRUCHIRAPPALLI","INDIA","TAMIL NADU"
"201204","GHAZIABAD","INDIA","UTTAR PRADESH"
"400606","THANE","INDIA","MAHARASHTRA"
"530005","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"400050","MUMBAI SUBURBAN","INDIA","MAHARASHTRA"
"700068","KOLKATA","INDIA","WEST BENGAL"
"700075","KOLKATA","INDIA","WEST BENGAL"
"700007","KOLKATA","INDIA","WEST BENGAL"
"700010","KOLKATA","INDIA","WEST BENGAL"
"700025","KOLKATA","INDIA","WEST BENGAL"
"700090","NORTH 24 PARGANAS","INDIA","WEST BENGAL"
"700071","KOLKATA","INDIA","WEST BENGAL"
"700054","KOLKATA","INDIA","WEST BENGAL"
"700017","KOLKATA","INDIA","WEST BENGAL"
"700014","KOLKATA","INDIA","WEST BENGAL"
"506167","JANGAON","INDIA","TELANGANA"
"700034","KOLKATA","INDIA","WEST BENGAL"
"700019","KOLKATA","INDIA","WEST BENGAL"
"700074","NORTH 24 PARGANAS","INDIA","WEST BENGAL"
"515134","ANANTHAPUR","INDIA","ANDHRA PRADESH"
"505001","KARIM NAGAR","INDIA","TELANGANA"
"507003","KHAMMAM","INDIA","TELANGANA"
"581402","UTTARA KANNADA","INDIA","KARNATAKA"
"518510","KURNOOL","INDIA","ANDHRA PRADESH"
"523001","PRAKASAM","INDIA","ANDHRA PRADESH"
"500047","HYDERABAD","INDIA","TELANGANA"
"500048","RANGAREDDY","INDIA","TELANGANA"
"500104","RANGAREDDY","INDIA","TELANGANA"
"530027","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"587101","BAGALKOT","INDIA","KARNATAKA"
"785621","GOLAGHAT","INDIA","ASSAM"
"824101","AURANGABAD","INDIA","BIHAR"
"854105","KATIHAR","INDIA","BIHAR"
"811311","LAKHISARAI","INDIA","BIHAR"
"847211","MADHUBANI","INDIA","BIHAR"
"811201","MUNGER","INDIA","BIHAR"
"803101","NALANDA","INDIA","BIHAR"
"805110","NAWADA","INDIA","BIHAR"
"800002","PATNA","INDIA","BIHAR"
"821115","ROHTAS","INDIA","BIHAR"
"848101","SAMASTIPUR","INDIA","BIHAR"
"843302","SITAMARHI","INDIA","BIHAR"
"841226","SIWAN","INDIA","BIHAR"
"620018","TIRUCHIRAPPALLI","INDIA","TAMIL NADU"
"495001","BILASPUR(CGH)","INDIA","CHATTISGARH"
"492004","RAIPUR","INDIA","CHATTISGARH"
"492010","RAIPUR","INDIA","CHATTISGARH"
"362520","DIU","INDIA","DADRA AND NAGAR HAVELI AND DAMAN AND DIU"
"110044","SOUTH DELHI","INDIA","DELHI"
"635601","TIRUPATHUR","INDIA","TAMIL NADU"
"403516","NORTH GOA","INDIA","GOA"
"403521","NORTH GOA","INDIA","GOA"
"380009","AHMEDABAD","INDIA","GUJARAT"
"577101","CHICKMAGALUR","INDIA","KARNATAKA"
"382110","AHMEDABAD","INDIA","GUJARAT"
"380059","AHMEDABAD","INDIA","GUJARAT"
"392130","BHARUCH","INDIA","GUJARAT"
"361305","DEVBHOOMI DWERKA","INDIA","GUJARAT"
"394210","SURAT","INDIA","GUJARAT"
"486886","SINGRAULI","INDIA","MADHYA PRADESH"
"413002","SOLAPUR","INDIA","MAHARASHTRA"
"600045","CHENGALPATTU","INDIA","TAMIL NADU"
"390001","VADODARA","INDIA","GUJARAT"
"160047","CHANDIGARH","INDIA","CHANDIGARH"
"121008","FARIDABAD","INDIA","HARYANA"
"121004","FARIDABAD","INDIA","HARYANA"
"124104","JHAJJAR","INDIA","HARYANA"
"205151","FIROZABAD","INDIA","UTTAR PRADESH"
"205154","MAINPURI","INDIA","UTTAR PRADESH"
"274803","KUSHINAGAR","INDIA","UTTAR PRADESH"
"275015","MAU","INDIA","UTTAR PRADESH"
"275104","MAU","INDIA","UTTAR PRADESH"
"275125","AZAMGARH","INDIA","UTTAR PRADESH"
"275212","BASTI","INDIA","UTTAR PRADESH"
"275220","GHAZIPUR","INDIA","UTTAR PRADESH"
"275411","GORAKHPUR","INDIA","UTTAR PRADESH"
"275701","MAU","INDIA","UTTAR PRADESH"
"276020","AZAMGARH","INDIA","UTTAR PRADESH"
"276038","AZAMGARH","INDIA","UTTAR PRADESH"
"276104","AZAMGARH","INDIA","UTTAR PRADESH"
"243338","BUDAUN","INDIA","UTTAR PRADESH"
"243701","RAMPUR","INDIA","UTTAR PRADESH"
"121314","SANT RAVIDAS NAGAR (BHADOHI)","INDIA","UTTAR PRADESH"
"205815","FIROZABAD","INDIA","UTTAR PRADESH"
"206200","ETAWAH","INDIA","UTTAR PRADESH"
"206221","AURAIYA","INDIA","UTTAR PRADESH"
"222005","JAUNPUR","INDIA","UTTAR PRADESH"
"222103","JAUNPUR","INDIA","UTTAR PRADESH"
"222107","JAUNPUR","INDIA","UTTAR PRADESH"
"222111","JAUNPUR","INDIA","UTTAR PRADESH"
"222120","JAUNPUR","INDIA","UTTAR PRADESH"
"171110","HAMIRPUR","INDIA","HIMACHAL PRADESH"
"246186","TEHRI GARHWAL","INDIA","UTTARAKHAND"
"246191","GARHWAL","INDIA","UTTARAKHAND"
"246217","GARHWAL","INDIA","UTTARAKHAND"
"246282","GARHWAL","INDIA","UTTARAKHAND"
"246406","CHAMOLI","INDIA","UTTARAKHAND"
"246430","RUDRAPRAYAG","INDIA","UTTARAKHAND"
"246438","RUDRAPRAYAG","INDIA","UTTARAKHAND"
"246452","CHAMOLI","INDIA","UTTARAKHAND"
"262809","KHERI","INDIA","UTTAR PRADESH"
"223107","JAUNPUR","INDIA","UTTAR PRADESH"
"223231","AZAMGARH","INDIA","UTTAR PRADESH"
"223401","RAE BARELI","INDIA","UTTAR PRADESH"
"224000","FAIZABAD","INDIA","UTTAR PRADESH"
"224105","AMBEDKAR NAGAR","INDIA","UTTAR PRADESH"
"224124","AMBEDKAR NAGAR","INDIA","UTTAR PRADESH"
"224166","AZAMGARH","INDIA","UTTAR PRADESH"
"263143","NAINITAL","INDIA","UTTARAKHAND"
"263146","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263155","NAINITAL","INDIA","UTTARAKHAND"
"263163","NAINITAL","INDIA","UTTARAKHAND"
"263408","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263541","BAGESHWAR","INDIA","UTTARAKHAND"
"246739","BIJNOR","INDIA","UTTAR PRADESH"
"227205","USARANA","INDIA","UTTAR PRADESH"
"263671","ALMORA","INDIA","UTTARAKHAND"
"263677","ALMORA","INDIA","UTTARAKHAND"
"263684","ALMORA","INDIA","UTTARAKHAND"
"263689","ALMORA","INDIA","UTTARAKHAND"
"264407","BAREILLY","INDIA","UTTAR PRADESH"
"266362","BAGESHWAR","INDIA","UTTARAKHAND"
"268675","ALMORA","INDIA","UTTARAKHAND"
"270012","GONDA","INDIA","UTTAR PRADESH"
"270110","MAU","INDIA","UTTAR PRADESH"
"270430","KUSHINAGAR","INDIA","UTTAR PRADESH"
"271105","GONDA","INDIA","UTTAR PRADESH"
"271127","GONDA","INDIA","UTTAR PRADESH"
"271131","GONDA","INDIA","UTTAR PRADESH"
"271608","GONDA","INDIA","UTTAR PRADESH"
"271913","GONDA","INDIA","UTTAR PRADESH"
"272003","BASTI","INDIA","UTTAR PRADESH"
"272059","SANT KABIR NAGAR","INDIA","UTTAR PRADESH"
"272101","BASTI","INDIA","UTTAR PRADESH"
"277211","BALLIA","INDIA","UTTAR PRADESH"
"277213","BALLIA","INDIA","UTTAR PRADESH"
"277214","BALLIA","INDIA","UTTAR PRADESH"
"277216","BALLIA","INDIA","UTTAR PRADESH"
"277219","BALLIA","INDIA","UTTAR PRADESH"
"277301","BALLIA","INDIA","UTTAR PRADESH"
"277303","BALLIA","INDIA","UTTAR PRADESH"
"277304","BALLIA","INDIA","UTTAR PRADESH"
"277401","BALLIA","INDIA","UTTAR PRADESH"
"277402","BALLIA","INDIA","UTTAR PRADESH"
"277403","BALLIA","INDIA","UTTAR PRADESH"
"277502","BALLIA","INDIA","UTTAR PRADESH"
"277503","BALLIA","INDIA","UTTAR PRADESH"
"277504","BALLIA","INDIA","UTTAR PRADESH"
"277506","BALLIA","INDIA","UTTAR PRADESH"
"281003","MATHURA","INDIA","UTTAR PRADESH"
"281005","MATHURA","INDIA","UTTAR PRADESH"
"281006","MATHURA","INDIA","UTTAR PRADESH"
"281104","ETAH","INDIA","UTTAR PRADESH"
"281122","MATHURA","INDIA","UTTAR PRADESH"
"281201","MATHURA","INDIA","UTTAR PRADESH"
"281202","MATHURA","INDIA","UTTAR PRADESH"
"281203","MATHURA","INDIA","UTTAR PRADESH"
"281204","MATHURA","INDIA","UTTAR PRADESH"
"281205","MATHURA","INDIA","UTTAR PRADESH"
"281301","MATHURA","INDIA","UTTAR PRADESH"
"281302","HATHRAS","INDIA","UTTAR PRADESH"
"281303","MATHURA","INDIA","UTTAR PRADESH"
"755008","JAJAPUR","INDIA","ODISHA"
"755009","JAJAPUR","INDIA","ODISHA"
"755010","JAJAPUR","INDIA","ODISHA"
"755011","JAJAPUR","INDIA","ODISHA"
"755013","JAJAPUR","INDIA","ODISHA"
"755014","JAJAPUR","INDIA","ODISHA"
"755015","JAJAPUR","INDIA","ODISHA"
"755018","JAJAPUR","INDIA","ODISHA"
"755020","JAJAPUR","INDIA","ODISHA"
"755022","JAJAPUR","INDIA","ODISHA"
"755023","JAJAPUR","INDIA","ODISHA"
"755025","JAJAPUR","INDIA","ODISHA"
"755026","JAJAPUR","INDIA","ODISHA"
"755027","JAJAPUR","INDIA","ODISHA"
"755028","JAJAPUR","INDIA","ODISHA"
"755043","JAJAPUR","INDIA","ODISHA"
"755044","JAJAPUR","INDIA","ODISHA"
"755049","JAJAPUR","INDIA","ODISHA"
"755050","JAJAPUR","INDIA","ODISHA"
"755051","JAJAPUR","INDIA","ODISHA"
"755062","JAJAPUR","INDIA","ODISHA"
"756002","BALESWAR","INDIA","ODISHA"
"756003","BALESWAR","INDIA","ODISHA"
"756020","BALESWAR","INDIA","ODISHA"
"756022","BALESWAR","INDIA","ODISHA"
"756023","BALESWAR","INDIA","ODISHA"
"756024","BALESWAR","INDIA","ODISHA"
"848118","SAMASTIPUR","INDIA","BIHAR"
"848154","SAMASTIPUR","INDIA","BIHAR"
"848182","SAMASTIPUR","INDIA","BIHAR"
"229212","RAEBARELI","INDIA","UTTAR PRADESH"
"229215","RAEBARELI","INDIA","UTTAR PRADESH"
"229216","RAEBARELI","INDIA","UTTAR PRADESH"
"229301","RAEBARELI","INDIA","UTTAR PRADESH"
"229302","RAEBARELI","INDIA","UTTAR PRADESH"
"229303","RAEBARELI","INDIA","UTTAR PRADESH"
"229304","RAEBARELI","INDIA","UTTAR PRADESH"
"229306","UNNAO","INDIA","UTTAR PRADESH"
"229307","RAEBARELI","INDIA","UTTAR PRADESH"
"229308","RAEBARELI","INDIA","UTTAR PRADESH"
"229309","AMETHI","INDIA","UTTAR PRADESH"
"229310","RAEBARELI","INDIA","UTTAR PRADESH"
"229311","RAEBARELI","INDIA","UTTAR PRADESH"
"229316","RAEBARELI","INDIA","UTTAR PRADESH"
"229401","RAEBARELI","INDIA","UTTAR PRADESH"
"229402","RAEBARELI","INDIA","UTTAR PRADESH"
"229404","RAEBARELI","INDIA","UTTAR PRADESH"
"229405","RAEBARELI","INDIA","UTTAR PRADESH"
"229406","RAEBARELI","INDIA","UTTAR PRADESH"
"229408","PRATAPGARH","INDIA","UTTAR PRADESH"
"229410","PRATAPGARH","INDIA","UTTAR PRADESH"
"229411","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"229412","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"229413","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"229801","RAEBARELI","INDIA","UTTAR PRADESH"
"229802","RAEBARELI","INDIA","UTTAR PRADESH"
"230002","PRATAPGARH","INDIA","UTTAR PRADESH"
"230121","PRATAPGARH","INDIA","UTTAR PRADESH"
"230124","PRATAPGARH","INDIA","UTTAR PRADESH"
"230125","PRATAPGARH","INDIA","UTTAR PRADESH"
"230126","PRATAPGARH","INDIA","UTTAR PRADESH"
"530024","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530028","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530029","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530031","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530032","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530035","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530040","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530041","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530043","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530044","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530045","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530046","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530048","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
"530051","VISAKHAPATNAM","INDIA","ANDHRA PRADESH"
